term_id,compact_name,label,comment,domain,range,sub_property_of,type,is_link_type,term_status,version,last_modified
gs1:additiveName,additiveName,Additive Name,The name of any additive or genetic modification contained or not contained in the product .,gs1:AdditiveDetails,rdf:langString,,rdf:Property; owl:DatatypeProperty; owl:FunctionalProperty,false,stable,1.17,2025-11-18
gs1:address,address,Has Postal Address,The postal address for an organization or place.,_:u1,gs1:PostalAddress,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:addressCountry,addressCountry,Address Country,Code specifying the country (and country subdivision) for the address using ISO 3166-1.,gs1:PostalAddress,gs1:Country,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:addressLocality,addressLocality,Address Locality,"Text specifying the name of the locality, for example a city.",gs1:PostalAddress,rdf:langString,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:addressRegion,addressRegion,Province State Code,Text specifying a province or state in abbreviated format for example NJ.,gs1:PostalAddress,rdf:langString,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:addressSuburb,addressSuburb,Address Suburb,A suburb within a town or city.,gs1:PostalAddress,rdf:langString,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:affiliatedTo,affiliatedTo,Affiliated to,"Method for associating an organisation/party affiliated to the identified organisation e.g., when engaged in an agent relationship (insurance, shipping, etc).",gs1:Organization,gs1:Organization,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:afterHoursContact,afterHoursContact,Has After Hours Contact,"Links to after-hours contact information. For general contact details, gs1:contactPoint SHALL be used.",_:u1,gs1:ContactPoint,gs1:contactPoint; schema:contactPoint,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:alcoholicBeverageSubregion,alcoholicBeverageSubregion,Alcoholic Beverage Sub-region,A legally defined geographical region where the grapes for a wine were grown also known as an appellation. It is recommended to populate this property with an ISO 3166-2 code to indicate country and subdivision.,gs1:Beverage,rdf:langString,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:allergenInfo,allergenInfo,Allergen information,A link to a description of the allergen information.,owl:Thing,xsd:anyURI,gs1:linkType,rdf:Property; owl:ObjectProperty,true,stable,1.17,2025-11-18
gs1:allergenLevelOfContainmentCode,allergenLevelOfContainmentCode,Allergen Level Of Containment,Code specifying the level of presence of the allergen.,gs1:AllergenDetails,gs1:LevelOfContainmentCode,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:allergenSpecificationAgency,allergenSpecificationAgency,Allergen Specification Agency,The agency or other organization that defines or manages the criteria for allergen containment.,gs1:FoodBeverageTobaccoProduct,rdf:langString,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:allergenSpecificationName,allergenSpecificationName,Allergen Specification Name,Free text field containing the name and version of the regulation or standard that defines the criteria of allergen containment.,gs1:FoodBeverageTobaccoProduct,rdf:langString,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:allergenStatement,allergenStatement,Allergen Statement,"Textual description of the presence or absence of allergens as governed by local rules and regulations, specified as one string.",gs1:FoodBeverageTobaccoProduct,rdf:langString,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:allergenType,allergenType,Allergen Type Code,Code specifying the type of allergen.,gs1:AllergenDetails,gs1:AllergenTypeCode,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:anatomicalForm,anatomicalForm,Anatomical Form,"Describes the meat product in terms of whether it is the whole animal or part of the animal which has been cut such as the muscle, bone, organ, or fat.",gs1:MeatPoultry,gs1:AnatomicalFormCode,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:appDownload,appDownload,App download,A link to a related mobile app,owl:Thing,xsd:anyURI,gs1:linkType,rdf:Property; owl:ObjectProperty,true,stable,1.17,2025-11-18
gs1:applicableProducts,applicableProducts,Applicable Products,The set of product identifiers for which this regulatory notification message applies.,gs1:RegulatoryIdentifier,gs1:Product,,rdf:Property; owl:ObjectProperty,false,provisional,1.17,2025-11-18
gs1:applicableTo,applicableTo,Applicable to,"A property linking a gs1:linkType to the primary GS1 key(s) for which it can be used. Similar to rdfs:Domain but the value space is a GS1 Application Identifier, not a class.",gs1:linkType,gs1:AI,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:applicableTransactions,applicableTransactions,Applicable Transactions,References one or more business transactions,gs1:RegulatoryInformation,gs1:Transaction,,rdf:Property; owl:ObjectProperty,false,provisional,1.17,2025-11-18
gs1:audioFile,audioFile,Has Audio File,"Link to a file containing an audio clip which is relevant to the product. Examples are commercials, or instructional/ how to use audio files.",gs1:Product,gs1:ReferencedFileDetails,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:authenticity,authenticity,Has Authenticity Details,Links to details of covert/overt security markings that may be used to check authenticity of a product instance.,gs1:Product,gs1:AuthenticityDetails,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:authenticitySecurityFeatureInstructions,authenticitySecurityFeatureInstructions,Authenticity Security Feature Instructions,Provides human-readable instructions about how to locate a physical security marking and read a value from it.,gs1:AuthenticityDetails,rdf:langString,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:authenticitySecurityFeatureInstructionsURL,authenticitySecurityFeatureInstructionsURL,Authenticity Security Feature Instructions Link,Links to online instructions about how to locate a physical security marking and read a value from it.,gs1:AuthenticityDetails,xsd:anyURI,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:authenticitySecurityFeatureRegularExpression,authenticitySecurityFeatureRegularExpression,Authenticity Security Feature Regular Expression,Links to a regular expression to be used to perform syntax validation (plausibility checking) of a string value read from a physical security marking.,gs1:AuthenticityDetails,xsd:string,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:authenticitySecurityFeatureType,authenticitySecurityFeatureType,Authenticity Security Feature Type,Links to a URI code value indicating a particular type of physical security marking.,gs1:AuthenticityDetails,gs1:SecurityMarking,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:authenticitySecurityFeatureValue,authenticitySecurityFeatureValue,Authenticity Security Feature Value,Links to a string value read from a physical security marking.,gs1:AuthenticityDetails,xsd:string,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:availabilityEnds,availabilityEnds,Availability Ends,"The date from which the product is no longer available from the information provider, including seasonal or temporary product and services .",gs1:Offer,xsd:dateTime,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:availabilityStarts,availabilityStarts,Availability Starts,"The date from which the product is available from the information provider, including seasonal or temporary product and services.",gs1:Offer,xsd:dateTime,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:availableAtOrFrom,availableAtOrFrom,Available At/From,The location the offered product or service is available from.,gs1:Offer,gs1:Place,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:availableLanguage,availableLanguage,Available Language,ISO 639-1 code specifying the language of a specified contact point.,gs1:ContactPoint,xsd:string,schema:availableLanguage,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:awardPrize,awardPrize,Has Award Prize,An award or prize given to the product.,gs1:Product,gs1:AwardPrizeDetails,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:awardPrizeCode,awardPrizeCode,Award Prize Code,"Indicates the achievement of the product in relation to a prize or award, e.g. winner, runner-up, shortlisted.",gs1:AwardPrizeDetails,xsd:string,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:awardPrizeCountryCode,awardPrizeCountryCode,Award Prize Country Code,An ISO standard code identifying the country in which a prize or award is given. It is recommended to populate this property with an ISO 3166-1 country code.,gs1:AwardPrizeDetails,gs1:Country,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:awardPrizeDescription,awardPrizeDescription,Award Prize Description,Text that describes the awards won.,gs1:AwardPrizeDetails,rdf:langString,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:awardPrizeJury,awardPrizeJury,Award Prize Jury,Free text listing members of the jury that awarded the prize.,gs1:AwardPrizeDetails,rdf:langString,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:awardPrizeName,awardPrizeName,Award Prize Name,The name of a prize or award which the product has received.,gs1:AwardPrizeDetails,rdf:langString,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:awardPrizeYear,awardPrizeYear,Award Prize Year,The year in which a prize or award was given.,gs1:AwardPrizeDetails,xsd:gYear,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:backgroundInfo,backgroundInfo,Background Information,"A link to information typically from the owner of the identified entity about the creative background, thought leadership or influence of the identified entity. This may include the inspiration, innovation for a development process, literary approach or, the science or technology used.",owl:Thing,xsd:anyURI,gs1:linkType,rdf:Property; owl:ObjectProperty,true,stable,1.17,2025-11-18
gs1:baseLocation,baseLocation,Base Location,"A fixed physical location where a mobile location most commonly resides. If gs1:glnType is present, gs1:baseLocationGLN SHALL only be used when gs1:glnType is gs1:GLN_TypeCode-MOBILE_PHYSICAL_LOCATION",gs1:Place,gs1:Place,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:bestBeforeDate,bestBeforeDate,Best Before Date,Best before date on the label or package signifies the end of the period under which the product will retain specific quality attributes or claims even though the product may continue to retain positive quality attributes after this date. Best before date is primarily used for consumer information and may be a regulatory requirement.,gs1:Product; schema:Product,xsd:date,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:beverageVintage,beverageVintage,Beverage Vintage,The year in which the majority of ingredients are harvested and/or the alcoholic beverage is produced. Determination as to whether the vintage year is the harvest date or production date is according to requirements in the Target Market.,gs1:Beverage,xsd:string,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:biotinPerNutrientBasis,biotinPerNutrientBasis,Biotin Per Nutrient Basis Quantity,Biotin Acid per specified nutrient basis quantity.,gs1:FoodBeverageTobaccoProduct,gs1:NutritionMeasurementType,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:bonelessClaim,bonelessClaim,Boneless Claim,The descriptive term that is used by the product manufacturer to identify whether the product makes a specific claim to contain no bones.,gs1:MeatPoultry,gs1:NonbinaryLogicCode,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:brand,brand,Has Brand,The brand of the product that appears on the consumer package.,gs1:Product,gs1:Brand,schema:brand,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:brandHomepageClinical,brandHomepageClinical,Information for professionals about this brand,A link to a brand presence aimed at clinical professionals.,owl:Thing,xsd:anyURI,gs1:linkType,rdf:Property; owl:ObjectProperty,true,stable,1.17,2025-11-18
gs1:brandHomepagePatient,brandHomepagePatient,Information for patients about this brand,A link to a brand presence aimed at patients.,owl:Thing,xsd:anyURI,gs1:linkType,rdf:Property; owl:ObjectProperty,true,stable,1.17,2025-11-18
gs1:brandName,brandName,Brand Name,The brand name of the product that appears on the consumer package.,gs1:Brand,rdf:langString,schema:name,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:brandOwner,brandOwner,Has Brand Owner,The brand owner of the product. The organization that is responsible for allocating the GTIN to the product.,gs1:Product,gs1:Organization,schema:brand,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:businessEntity,businessEntity,Has Business Entity,"Method for noting business structure (e.g., Limited liability company, not for profit). Expects a repeatable value from gs1:BusinessEntityType code list.",gs1:Organization,gs1:BusinessEntityType,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:calciumPerNutrientBasis,calciumPerNutrientBasis,Calcium Per Nutrient Basis Quantity,Calcium per specified nutrient basis quantity.,gs1:FoodBeverageTobaccoProduct,gs1:NutritionMeasurementType,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:carbohydratesPerNutrientBasis,carbohydratesPerNutrientBasis,Carbohydrates Per Nutrient Basis Quantity,Carbohydrates per specified nutrient basis quantity.,gs1:FoodBeverageTobaccoProduct,gs1:NutritionMeasurementType,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:careersInfo,careersInfo,Careers information,"A link to information about jobs, careers, or other employment opportunities associated to an organisation or location.",owl:Thing,xsd:anyURI,gs1:linkType,rdf:Property; owl:ObjectProperty,true,stable,1.17,2025-11-18
gs1:catchZone,catchZone,Catch Zone,Free text field describing the sea zone from which the product was caught in.,gs1:Seafood,rdf:langString,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:certification,certification,Has Certification,"Certification information about a product, organisation or location.",_:u4,gs1:CertificationDetails,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:certificationAgency,certificationAgency,Certification Agency,Name of the organisation issuing the certification standard or other requirement being met .,gs1:CertificationDetails,rdf:langString,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:certificationAgencyURL,certificationAgencyURL,Certification Agency URL,"URL of the organisation issuing the certification standard or other requirement being met. e.g. https://www.msc.org , https://www.fsc.org",gs1:CertificationDetails,gs1:Organization,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:certificationAuditDate,certificationAuditDate,Certification Audit Date,Date of completion of the auditing needed for certification,gs1:CertificationDetails,xsd:date,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:certificationEndDate,certificationEndDate,Certification End Date,Last date of validity for the certification. (After this date the certification lapses and would need to be renewed/replaced),gs1:CertificationDetails,xsd:date,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:certificationIdentification,certificationIdentification,Certification Identification,"A reference (i.e, to a certificate instance) issued to confirm that a product, party or location has passed certification. e.g. 'XSC-C-12345'",gs1:CertificationDetails,xsd:string,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:certificationInfo,certificationInfo,Certification Information,A link to certification information.,owl:Thing,xsd:anyURI,gs1:linkType,rdf:Property; owl:ObjectProperty,true,stable,1.17,2025-11-18
gs1:certificationStandard,certificationStandard,Certification Standard,Name of the certification standard. Free text. Example: 'Egg classification' .,gs1:CertificationDetails,rdf:langString,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:certificationStartDate,certificationStartDate,Certification Start Date,First date of validity for the certification,gs1:CertificationDetails,xsd:date,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:certificationStatement,certificationStatement,Certification Statement,Certification scope statement of the individual certification instance. The same certificationStandard can be issued with different values of certificationStatement in different instances.,gs1:CertificationDetails,rdf:langString,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:certificationStatus,certificationStatus,Certification Status,"Indicates the current status of the certification, e.g. active or inactive.",gs1:CertificationDetails,gs1:CertificationStatus,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:certificationSubject,certificationSubject,Certification Subject,"References the object (e.g. product, asset, container), party or location being certified. If multiple values are specified, the certification details apply to the logical conjunction (AND) of groups of different types, while a logical disjunction (OR) applies within each group of the same type. For example, two sibling organisations O1 and O2 can process products P1 and P2 at locations L1 and L2: meaning that either organisation can process either product at either location (OR); but the certificate holds for the combinations of organisation (either O1 OR O2) AND product (either P1 OR P2) AND location (either L1 OR L2)",gs1:CertificationDetails,owl:Thing,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:certificationType,certificationType,Certification Type,Indicates the type of certification,gs1:CertificationDetails,owl:Thing,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:certificationURI,certificationURI,Certification URI,"If gs1:certificationURI is present, it should point to data about this individual certificate within a repository maintained by the certification agency.",gs1:CertificationDetails,xsd:anyURI,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:certificationValue,certificationValue,Certification Value,The certification's standard value. Example: '4'.,gs1:CertificationDetails,rdf:langString,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:cheeseFirmness,cheeseFirmness,Cheese Firmness,The firmness of the cheese product for example EXTRA_HARD.,gs1:MilkButterCreamYogurtCheeseEggsSubstitutes,gs1:CheeseFirmnessCode,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:cheeseMaturationPeriodDescription,cheeseMaturationPeriodDescription,Cheese Maturation Period Description,"A descriptive way to specify a date range as some cheeses are matured over a period of time, but not an exact period. For example 3 to 4 weeks, over 1 year etc. The term maturation is also known in other markets as Aged.",gs1:MilkButterCreamYogurtCheeseEggsSubstitutes,rdf:langString,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:chloridePerNutrientBasis,chloridePerNutrientBasis,Chloride Per Nutrient Basis Quantity,Chloride per specified nutrient basis quantity.,gs1:FoodBeverageTobaccoProduct,gs1:NutritionMeasurementType,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:cholesterolPerNutrientBasis,cholesterolPerNutrientBasis,Cholesterol Per Nutrient Basis Quantity,Cholesterol per specified nutrient basis quantity.,gs1:FoodBeverageTobaccoProduct,gs1:NutritionMeasurementType,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:chromiumPerNutrientBasis,chromiumPerNutrientBasis,Chromium Per Nutrient Basis Quantity,Chromium per specified nutrient basis quantity.,gs1:FoodBeverageTobaccoProduct,gs1:NutritionMeasurementType,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:circle,circle,Circle,A circle is the circular region of a specified radius centred at a specified latitude and longitude. A circle is expressed as a pair followed by a radius in meters.,gs1:GeoShape,xsd:string,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:clothingCut,clothingCut,Clothing Cut,"Supplemental information to indicate the clothing cut or silhouette make of the garment. For example, silhouette details for a pair of jeans such as boot cut, or loose fit, comfort fit.",gs1:Clothing,rdf:langString,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:collarType,collarType,Collar Type,A free text description of the type of collar on the garment.,gs1:Clothing,rdf:langString,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:colourCode,colourCode,Has Colour Code,Relates to a set of details about the colour code for a product,gs1:Product,gs1:ColourCodeDetails,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:colourCodeList,colourCodeList,Colour Code List,The parties controlling the colour code lists. Dependent on colour code value.,gs1:ColourCodeDetails,gs1:ColourCodeListCode,,rdf:Property; owl:ObjectProperty; owl:FunctionalProperty,false,stable,1.17,2025-11-18
gs1:colourCodeValue,colourCodeValue,Colour Code,A code indicating the colour of an object according to a specific code list. The applied code list is specified as additional information together with the colour code.,gs1:ColourCodeDetails,xsd:string,,rdf:Property; owl:DatatypeProperty; owl:FunctionalProperty,false,stable,1.17,2025-11-18
gs1:colourDescription,colourDescription,Colour Description,A description of the colour of an object.,gs1:Product,rdf:langString,,owl:FunctionalProperty; owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:companyFilingURL,companyFilingURL,Company Filing URL,A URI value linking to information related to organisation filing details.,gs1:Organization,xsd:anyURI,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:compulsoryAdditionalInformation,compulsoryAdditionalInformation,Compulsory Additional Information,The legally required/compulsory additional label information as stated on the product packaging or label.,gs1:Product,gs1:CompulsoryAdditionalInformation,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:compulsoryAdditionalLabelInformation,compulsoryAdditionalLabelInformation,Compulsory Additional Label Information,The legally required/compulsory additional label information as stated on the product packaging or label.,gs1:CompulsoryAdditionalInformation,rdf:langString,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:compulsoryAdditionalLabelInformationType,compulsoryAdditionalLabelInformationType,Compulsory Additional Label Information Type,The code indicating the type of the legally required/compulsory additional information that is stated on the product packaging label.,gs1:CompulsoryAdditionalInformation,gs1:CompulsoryAdditionalLabelInformationTypeCode,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:consumerFirstAvailabilityDateTime,consumerFirstAvailabilityDateTime,Consumer First Availability Date Time,The first date/time that the buyer is allowed to sell the product to consumers. Usually related to a specific geography. ISO 8601 date format CCYY-MM-DDTHH:MM:SS.,gs1:TargetMarketDetails,xsd:dateTime,,owl:FunctionalProperty; owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:consumerHandlingStorage,consumerHandlingStorage,Has Consumer Handling Storage,"Link to a website, file, or image containing the manufacturer's recommendations for how the consumer or end user should store and handle the product.",gs1:Product,gs1:ReferencedFileDetails,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:consumerHandlingStorageInfo,consumerHandlingStorageInfo,Consumer handling and storage information,A link to information about safe handling and storage for consumer use.,owl:Thing,xsd:anyURI,gs1:linkType,rdf:Property; owl:ObjectProperty,true,stable,1.17,2025-11-18
gs1:consumerLifestage,consumerLifestage,Consumer Lifestage,"Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the period or stage in the consumer's life during which the product is considered to be suitable.",gs1:WearableProduct,gs1:ConsumerLifestageCode,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:consumerPackageDisclaimer,consumerPackageDisclaimer,Consumer Package Disclaimer,Additional information that should be used in advertising and in displaying.,gs1:Product,rdf:langString,,owl:DatatypeProperty; owl:FunctionalProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:consumerProductVariant,consumerProductVariant,Consumer Product Variant,"The consumer product variant may be used to distinguish one variant of a retail consumer trade item from another if the change does not require the allocation of a different Global Trade Item Number (per the GTIN Management Standard), but communication between trading partners is required to support consumers. The brand owner is responsible for assigning the consumer product variant.",gs1:Product; schema:Product,xsd:string,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:consumerRecyclingInstructions,consumerRecyclingInstructions,Consumer Recycling Instructions,Expresses in text the consumer recycling instructions which are normally held on the label or accompanying the product. Instructions may refer to the 'how' the consumer is supposed to sort the product and packaging materials for recycling.,gs1:Product,rdf:langString,,rdf:Property; owl:FunctionalProperty; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:consumerSafetyInformation,consumerSafetyInformation,Consumer Safety Information,Information on consumer safety regarding the product.,gs1:Product,rdf:langString,,rdf:Property; owl:FunctionalProperty; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:consumerSalesCondition,consumerSalesCondition,Consumer Sales Condition Code,A code indicating restrictions imposed on the product regarding how it can be sold to the consumer for example Prescription Required.,gs1:Product,gs1:ConsumerSalesConditionsCode,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:consumerStorageInstructions,consumerStorageInstructions,Consumer Storage Instructions,Expresses in text the consumer storage instructions of a product which are normally held on the label or accompanying the product. This information may or may not be labelled on the pack.,gs1:Product,rdf:langString,,owl:FunctionalProperty; rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:consumerUsageInstructions,consumerUsageInstructions,Consumer Usage Instructions,"Free text containing the usage instructions of a product, which are normally held on the label or accompanying the product. This information may or may not be labelled on the pack.",gs1:Product,rdf:langString,,rdf:Property; owl:FunctionalProperty; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:contactPoint,contactPoint,Has Business Contact,"Contact information. To specify a contact specifically designated for after-hours support, see gs1:afterHoursContact",_:u1,gs1:ContactPoint,schema:contactPoint,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:contactRoleCode,contactRoleCode,Has Contact Role Code,The function or role of a contact. Value from gs1:ContactRoleType code list.,gs1:ContactPoint,gs1:ContactRoleType,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:contactTitle,contactTitle,Contact Title,The job title of the person that can be contacted for example Manager.,gs1:ContactPoint,rdf:langString,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:contactType,contactType,Contact Type,The function or role of a contact for example Customer Support.,gs1:ContactPoint,rdf:langString,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:containedInPlace,containedInPlace,Contained in Place,"Designates the larger physical location a sub-location is located within. To specify sub-locations of a physical location, see gs1:containsPlace.",gs1:Place,gs1:Place,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:containsPlace,containsPlace,Contains Place,"Designates a sub-location (e.g., floor, room, shelf) within the physical location being identified. There may be multiple sub-locations associated to a single, physical location. To specify the larger physical location the sub-location is located within, see gs1:containedInPlace",gs1:Place,gs1:Place,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:convenienceLevelPercent,convenienceLevelPercent,Convenience Level Percent,An indication of the ease of preparation for semi-prepared products. The convenience level indicates the level of preparation in percentage required to prepare and helps the consumer to assess how long it will take to prepare the meal.,gs1:FoodAndBeveragePreparationInformation,xsd:float,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:coordinateReferenceSystem,coordinateReferenceSystem,Coordinate Reference System,"Open standard spatial reference systems or coordinate reference systems that provide coordinate-based local, regional or global system used to locate geographical entities. Values should be URIs already defined by the IOPG Geomatics Committee (https://epsg.org/), such as https://epsg.io/4326 (WGS84); https://epsg.io/4267 (NAD27); https://epsg.io/4230 (ED50); https://epsg.io/4618 (SAD69); https://epsg.io/4269 (NAD83). For elevation values, gs1:elevation SHALL be used.",gs1:GeoCoordinates,xsd:anyURI,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:copperPerNutrientBasis,copperPerNutrientBasis,Copper Per Nutrient Basis Quantity,Copper per specified nutrient basis quantity.,gs1:FoodBeverageTobaccoProduct,gs1:NutritionMeasurementType,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:countryCode,countryCode,Country Code,"Code specifying the country for the address using ISO 3166-1.; A short text string code (see values defined in ISO 3166) specifying the country in which a processing or other activity is performed, for example processing, bottling, manufacturing.",gs1:Country,xsd:string,,owl:DatatypeProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:countryOfAssembly,countryOfAssembly,Has Country Of Assembly,The place where product is assembled.,gs1:Product,gs1:Country,,owl:ObjectProperty; rdf:Property,false,stable,1.17,2025-11-18
gs1:countryOfLastProcessing,countryOfLastProcessing,Has Country Of Last Processing,The place where the product or ingredient was last processed and tested before importation.,gs1:Product,gs1:Country,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:countryOfOrigin,countryOfOrigin,Has Country Of Origin,Code indicating the country of origin of the product.,gs1:Product,gs1:Country,,rdf:Property; owl:ObjectProperty,false,stable,1.17,2025-11-18
gs1:countryOfOriginStatement,countryOfOriginStatement,Country Of Origin Statement,A description of the geographic area the item may have originated from or has been processed.,gs1:Product,rdf:langString,,owl:FunctionalProperty; rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
gs1:countrySubdivisionCode,countrySubdivisionCode,Country Subdivision Code,"A short text string code (see values defined in ISO 3166_2) specifying the country subdivision in which an activity is performed, for example processing, bottling, manufacturing.",gs1:Country,xsd:string,,rdf:Property; owl:DatatypeProperty,false,stable,1.17,2025-11-18
